scenario,policy,start,success,evac_time,fed,incapacitated,timed_out,smoke_time,fire_time,wait_time,path_length,n_reroutes,plan_ms,n_plans
40,oracle,C1,0,,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
41,shortest_path,C1,0,,1.0,1,0,97.66,2.66,88.0,10.0,0,12.199,353
41,static_risk,C1,1,28.279066263122377,0.1715,0,0,20.28,0.0,0.0,31.0,0,0.268,2
41,dynamic_risk,C1,1,28.279066263122377,0.1715,0,0,20.28,0.0,0.0,31.0,0,0.369,2
41,dynamic_perfect_perception,C1,1,28.279066263122377,0.1715,0,0,20.28,0.0,0.0,31.0,0,0.369,2
41,oracle,C1,1,28.279066263122377,0.1715,0,0,20.28,0.0,0.0,31.0,0,0.0,0
42,shortest_path,S,1,20.8955223880597,0.0,0,0,0.0,0.0,0.0,28.0,0,0.064,3
42,static_risk,S,1,20.8955223880597,0.0,0,0,0.0,0.0,0.0,28.0,0,0.242,2
42,dynamic_risk,S,1,20.8955223880597,0.0,0,0,0.0,0.0,0.0,28.0,0,0.32,2
42,dynamic_perfect_perception,S,1,20.8955223880597,0.0,0,0,0.0,0.0,0.0,28.0,0,0.376,2
42,oracle,S,1,20.8955223880597,0.0,0,0,0.0,0.0,0.0,28.0,0,0.0,0
43,shortest_path,S,1,14.92891176459955,0.0001,0,0,0.0,0.0,0.0,20.0,0,0.047,2
43,static_risk,S,1,14.92891176459955,0.0001,0,0,0.0,0.0,0.0,20.0,0,0.233,2
43,dynamic_risk,S,1,14.92891176459955,0.0001,0,0,0.0,0.0,0.0,20.0,0,4.374,2
43,dynamic_perfect_perception,S,1,14.92891176459955,0.0001,0,0,0.0,0.0,0.0,20.0,0,0.344,2
43,oracle,S,1,14.92891176459955,0.0001,0,0,0.0,0.0,0.0,20.0,0,0.0,0
44,shortest_path,C1,1,26.987920072714033,0.6326,0,0,15.04,5.04,0.0,31.0,0,0.065,3
44,static_risk,C1,1,26.987920072714033,0.6326,0,0,15.04,5.04,0.0,31.0,0,0.235,2
44,dynamic_risk,C1,1,26.987920072714033,0.6326,0,0,15.04,5.04,0.0,31.0,0,0.389,2
44,dynamic_perfect_perception,C1,1,26.987920072714033,0.6326,0,0,15.04,5.04,0.0,31.0,0,4.454,2
44,oracle,C1,1,26.987920072714033,0.6326,0,0,15.04,5.04,0.0,31.0,0,0.0,0
45,shortest_path,JB,1,14.926160898802014,0.0,0,0,0.0,0.0,0.0,20.0,0,0.028,1
45,static_risk,JB,1,14.926160898802014,0.0,0,0,0.0,0.0,0.0,20.0,0,0.256,1
45,dynamic_risk,JB,1,14.926160898802014,0.0,0,0,0.0,0.0,0.0,20.0,0,0.201,1
45,dynamic_perfect_perception,JB,1,14.926160898802014,0.0,0,0,0.0,0.0,0.0,20.0,0,0.175,1
45,oracle,JB,1,14.926160898802014,0.0,0,0,0.0,0.0,0.0,20.0,0,0.0,0
46,shortest_path,S,1,20.725250925360992,0.1933,0,0,20.73,0.0,0.0,20.0,0,0.053,2
46,static_risk,S,1,20.725250925360992,0.1933,0,0,20.73,0.0,0.0,20.0,0,0.252,2
46,dynamic_risk,S,1,20.725250925360992,0.1933,0,0,20.73,0.0,0.0,20.0,0,0.373,2
46,dynamic_perfect_perception,S,1,20.725250925360992,0.1933,0,0,20.73,0.0,0.0,20.0,0,0.387,2
46,oracle,S,1,20.725250925360992,0.1933,0,0,20.73,0.0,0.0,20.0,0,0.0,0
47,shortest_path,JB,0,,1.0,1,0,83.0,0.0,83.0,0.0,0,12.811,332
47,static_risk,JB,0,,1.0,1,0,83.0,0.0,83.0,0.0,0,69.923,249
47,dynamic_risk,JB,0,,1.0,1,0,83.0,0.0,83.0,0.0,0,80.857,193
47,dynamic_perfect_perception,JB,0,,1.0,1,0,83.0,0.0,83.0,0.0,0,77.043,173
47,oracle,JB,0,,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
48,shortest_path,C2,1,13.644672652125568,0.0568,0,0,2.64,0.0,0.0,16.0,0,0.026,1
48,static_risk,C2,1,13.644672652125568,0.0568,0,0,2.64,0.0,0.0,16.0,0,0.273,1
48,dynamic_risk,C2,1,13.644672652125568,0.0568,0,0,2.64,0.0,0.0,16.0,0,0.198,1
48,dynamic_perfect_perception,C2,1,13.644672652125568,0.0568,0,0,2.64,0.0,0.0,16.0,0,0.183,1
48,oracle,C2,1,13.644672652125568,0.0568,0,0,2.64,0.0,0.0,16.0,0,0.0,0
49,shortest_path,S,1,16.745466057373157,0.0607,0,0,4.07,0.0,0.0,20.0,0,0.052,2
49,static_risk,S,1,16.745466057373157,0.0607,0,0,4.07,0.0,0.0,20.0,0,0.193,2
49,dynamic_risk,S,1,16.745466057373157,0.0607,0,0,4.07,0.0,0.0,20.0,0,0.334,2
49,dynamic_perfect_perception,S,1,16.745466057373157,0.0607,0,0,4.07,0.0,0.0,20.0,0,0.343,2
49,oracle,S,1,16.745466057373157,0.0607,0,0,4.07,0.0,0.0,20.0,0,0.0,0
50,shortest_path,C1,0,,1.0,1,0,84.0,0.0,84.0,0.0,0,8.184,336
50,static_risk,C1,0,,1.0,1,0,84.0,0.0,84.0,0.0,0,76.833,252
50,dynamic_risk,C1,0,,1.0,1,0,84.0,0.0,84.0,0.0,0,116.436,252
50,dynamic_perfect_perception,C1,0,,1.0,1,0,84.0,0.0,84.0,0.0,0,109.778,252
50,oracle,C1,0,,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
51,shortest_path,JA,0,,1.0,1,0,78.0,0.0,78.0,0.0,0,2.659,234
51,static_risk,JA,0,,1.0,1,0,78.0,0.0,78.0,0.0,0,31.564,156
51,dynamic_risk,JA,0,,1.0,1,0,78.0,0.0,78.0,0.0,0,63.021,156
51,dynamic_perfect_perception,JA,0,,1.0,1,0,78.0,0.0,78.0,0.0,0,62.081,156
51,oracle,JA,0,,1.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0
